id,name,description,dichotomous,group,PMID example,PMID in GWAS CATALOG?,complex traits,Relation,EFO_term,API_EFO_ID,EFO_id,comments,supported by OLS,supported by Zooma,GWAS catalog UI search,Lizzy's suggestion,suggestion applied,Maria's suggestion,import_new_terms
4340,NonHodgkinsLymphoma,Non-Hodgkin's lymphoma,1,CANCER,,,simple,Exact match,non-Hodgkins lymphoma,EFO_0005952,EFO_0005952,,Yes,Yes,,,,ok,N
3189,SBP,Systolic blood pressure,0,CARDIOVASCULAR,,,simple,Exact match,systolic blood pressure,EFO_0006335,EFO_0006335,,Yes,Yes,,,,ok,N
3115,DBP,Diastolic blood pressure,0,CARDIOVASCULAR,,,simple,Exact match,diastolic blood pressure,EFO_0006336,EFO_0006336,,Yes,Yes,,,,ok,N
3230,MAP,Mean arterial pressure,0,CARDIOVASCULAR,,,simple,Exact match,mean arterial pressure,EFO_0006340,EFO_0006340,,Yes,Yes,,,,ok,N
4723,PA_A_Ratio,Ratio of pulmonary artery diameter to aorta diameter,0,LUNG,,,simple,Exact match,pulmonary artery-aorta diameter ratio measurement,EFO_0006348,EFO_0006348,,Yes,Yes,,,,ok,N
3890,PAtoARdia,"Pulmonary artery to aorta ratio, diastole",0,CARDIOVASCULAR,35697867,,simple,Exact match,pulmonary artery-aorta diameter ratio measurement,EFO_0006348,EFO_0006348,,No,Yes,,,,ok,N
3891,PAtoARsys,"Pulmonary artery to aorta ratio, systole",0,CARDIOVASCULAR,35697867,,simple,Exact match,pulmonary artery-aorta diameter ratio measurement,EFO_0006348,EFO_0006348,,No,Yes,,,,ok,N
3826,PAD_eversmk,Peripheral artery disease in ever smokers,1,CARDIOVASCULAR,34601942,yes,complex,,"smoking status measurement, peripheral arterial disease","EFO_0006527,EFO_0004265","EFO_0006527,EFO_0004265",,Yes,Yes,yes,,,ok,N
3345,BMIadjSMK,BMI adj smoking status,0,ANTHROPOMETRIC,28443625,yes,comples,,"smoking status measurement, body mass index
","EFO_0006527,EFO_0004340","EFO_0006527,EFO_0004340",,Yes,no,yes,,yes,Change to Complex and add BMI term,N
288,SmokingFGjoint,"Smoking-fasting glucose interaction, joint 2-degree-of-freedom test",0,GLYCEMIC,32379818,,complex,,"smoking status measurement, fasting blood glucose measurement","EFO_0006527,EFO_0004465","EFO_0006527,EFO_0004465",,No,no,no,,,ok,N
289,SmokingFGmain,"Smoking-fasting glucose interaction, main effect model",0,GLYCEMIC,32379818,,complex,,"smoking status measurement, fasting blood glucose measurement","EFO_0006527,EFO_0004465","EFO_0006527,EFO_0004465",,No,no,no,,,ok,N
287,SmokingFGint,Smoking-fasting glucose interaction,0,GLYCEMIC,32379818,,complex,,"smoking status measurement, fasting blood glucose measurement","EFO_0006527,EFO_0004465","EFO_0006527,EFO_0004465",,Yes,no,,,,ok,N
290,SmokingT2Dint,Smoking-T2D interaction,0,GLYCEMIC,32379818,,complex,,"smoking status measurement, type 2 diabetes mellitus","EFO_0006527,MONDO_0005148","EFO_0006527,MONDO_0005148",,No,no,No,,,ok,N
291,SmokingT2Djoint,"Smoking-T2D interaction, joint 2-degree-of-freedom test",0,GLYCEMIC,32379818,,complex,,"smoking status measurement, type 2 diabetes mellitus","EFO_0006527,MONDO_0005148","EFO_0006527,MONDO_0005148",,No,no,no,,,ok,N
292,SmokingT2Dmain,"Smoking-T2D interaction, main effect model",0,GLYCEMIC,32379818,,complex,,"smoking status measurement, type 2 diabetes mellitus","EFO_0006527,MONDO_0005148","EFO_0006527,MONDO_0005148",,No,no,no,,,ok,N
3879,LBD,Lewy body dementia,1,NEUROLOGICAL,,,simple,Exact match,Lewy body dementia,EFO_0006792,EFO_0006792,,Yes,Yes,,,,ok,N
3171,n6FA182,Linoleic acid,0,LIPIDS,,,simple,Exact match,linoleic acid measurement,EFO_0006807,EFO_0006807,,Yes,Yes,,,,ok,N
4461,C20_4n_6,Arachidonic acid (AA),0,LIPIDS,,,simple,Exact match,arachidonic acid measurement,EFO_0006808,EFO_0006808,,Yes,no,,,,ok,N
4459,C22_5n_3,Docosapentaenoic acid (DPA),0,LIPIDS,,,simple,Exact match,docosapentaenoic acid measurement,EFO_0006809,EFO_0006809,,Yes,Yes,,,,ok,N
4455,C18_1n_9,Oleic acid,0,LIPIDS,,,simple,Exact match,oleic acid measurement,EFO_0006810,EFO_0006810,,Yes,Yes,,,,ok,N
4206,eGFRcrea_med_DeclineInDM,eGFRcreat median annual decline in individuals with diabetes,0,RENAL,35716955,,complex,,"GFR change measurement , diabetes mellitus","EFO_0006829,EFO_0000400","EFO_0006829,EFO_0000400",,No,no,No,sub: GFR change measurement - EFO_0006829,yes,"Accept Lizzy's suggestion, add creatinine measurement, EFO_0004518",N
4320,eGFRcrea_perc_DeclineInDM,eGFRcreat relative annualized decline in individuals with diabetes,0,RENAL,37261792,,complex,,"GFR change measurement , diabetes mellitus","EFO_0006829,EFO_0000400","EFO_0006829,EFO_0000400",,No,no,No,sub: GFR change measurement - EFO_0006829,yes,"Accept Lizzy's suggestion, add creatinine measurement, EFO_0004518",N
4200,eGFRcrea_med_DeclineAdjDM,eGFRcreat median annual decline adj diabetes status,0,RENAL,35716955,,simple,Match to parent,"GFR change measurement , diabetes mellitus, creatinine measurement","EFO_0006829,EFO_0000400,EFO_0004518","EFO_0006829,EFO_0000400,EFO_0004518",,No,no,No,GFR change measurement - EFO_0006829,yes,"Accept Lizzy's suggestion, add creatinine measurement, EFO_0004518",N
4205,eGFRcrea_med_DeclineAdjBL,eGFRcreat median annual decline adj baseline eGFR,0,RENAL,35716955,,simple,Match to parent,"GFR change measurement, creatinine measurement","EFO_0006829,EFO_0004518","EFO_0006829,EFO_0004518",,No,no,No,GFR change measurement - EFO_0006829,yes,"Accept Lizzy's suggestion, add creatinine measurement, EFO_0004518",N
4321,eGFRcrea_perc_DeclineNoDM,eGFRcreat relative annualized decline in individuals without diabetes,0,RENAL,37261792,,simple,Match to parent,"GFR change measurement, creatinine measurement","EFO_0006829,EFO_0004518","EFO_0006829,EFO_0004518",,No,no,No,GFR change measurement - EFO_0006829,yes,"Accept Lizzy's suggestion, add creatinine measurement, EFO_0004518",N
4218,eGFRcreaDeclineNoDM,eGFRcreat decline in individuals without diabetes,0,RENAL,,,simple,Match to parent,"GFR change measurement, creatinine measurement","EFO_0006829,EFO_0004518","EFO_0006829,EFO_0004518",,No,no,No,GFR change measurement - EFO_0006829,yes,"Accept Lizzy's suggestion; add creatinine measurement, EFO_0004518",N
4198,eGFRcreaCKDi25,"eGFRcreat decline, CKDi25 definition",1,RENAL,33137338,yes,complex,Match to parent,"GFR change measurement, creatinine measurement","EFO_0006829,EFO_0004518","EFO_0006829,EFO_0004518",,No,no,yes,,yes,"Sub GFR change measurement (EFO_0006829) for glomerular filtration rate; Remove creatine measurement (EFO_0010472); add creatinine measurement, EFO_0004518",N
4199,eGFRcreaRapid3,"eGFRcreat decline, Rapid3 definition",1,RENAL,33137338,yes,complex,Match to parent,"GFR change measurement, creatinine measurement","EFO_0006829,EFO_0004518","EFO_0006829,EFO_0004518",,No,no,yes,,yes,"Sub GFR change measurement (EFO_0006829) for glomerular filtration rate; Remove creatine measurement (EFO_0010472); add creatinine measurement, EFO_0004518",N
3327,AIR,Acute insulin response,0,GLYCEMIC,,,simple,Exact match,acute insulin response measurement,EFO_0006831,EFO_0006831,,Yes,Yes,,,,ok,N
3322,AIRadjBMInSI,Acute insulin response adj BMI-SI,0,GLYCEMIC,,,simple,Match to parent,acute insulin response measurement,EFO_0006831,EFO_0006831,,Yes,Yes,,,,ok,N
3328,AIRadjSI,Acute insulin response adj SI,0,GLYCEMIC,,,simple,Match to parent,acute insulin response measurement,EFO_0006831,EFO_0006831,,Yes,Yes,,,,ok,N
3116,DI,Disposition index,0,GLYCEMIC,,,simple,Exact match,disposition index measurement,EFO_0006832,EFO_0006832,,Yes,Yes,,,,ok,N
3320,DIadjBMI,Disposition index adj BMI,0,GLYCEMIC,,,simple,Match to parent,disposition index measurement,EFO_0006832,EFO_0006832,,Yes,Yes,,,,ok,N
4599,pancreasT1time,Pancreas T1 time,0,GLYCEMIC,,,simple,need import,fibrosis,EFO_0006890,EFO_0006890,,No,no,No,"I can't find a good term for this. We would not use a MAXO term in the GWAS Catalog, but if you're happy to use it ok, otherwise suggest request a new term",yes,change to fibrosis (EFO_0006890),Y
3973,MyocardialT1,Native myocardial T1 time,0,CARDIOVASCULAR,37081215,,simple,Match to parent,fibrosis,EFO_0006890,EFO_0006890,,No,no,No,cardiovascular event measurement - EFO_0006919,yes,change to fibrosis (EFO_0006890),N
4598,liverT1time,Liver T1 time,0,HEPATIC,,,simple,need import,fibrosis,EFO_0006890,EFO_0006890,,No,no,No,liver disease biomarker - EFO_0006845,yes,change to fibrosis (EFO_0006890),N
4663,AWT_seg,"Airway wall thickness, segmental (main 6)",0,LUNG,,,simple,Match to parent,airway wall thickness measurement,EFO_0006898,EFO_0006898,,No,Yes,,,,ok,N
4495,EarlyPretermBirthFetal,Early spontaneous preterm birth (fetal GWAS),1,REPRODUCTIVE TRAITS,31477735,yes,simple,Match to parent,"spontaneous preterm birth, fetal genotype effect measurement ","EFO_0006917,EFO_0007959","EFO_0006917,EFO_0007959",,Yes,Yes,yes,,yes,add: fetal genotype effect measurement - EFO_0007959,N
4496,PretermBirthFetal,Spontaneous preterm birth (fetal GWAS),1,REPRODUCTIVE TRAITS,,,simple,Match to parent,"spontaneous preterm birth, fetal genotype effect measurement ","EFO_0006917,EFO_0007959","EFO_0006917,EFO_0007959",,Yes,Yes,,,yes,Add fetal genotype effect measurement (EFO_0007959),N
4001,LipoproteinA,Lipoprotein(a) ,0,LIPIDS,,,simple,Exact match,lipoprotein a measurement,EFO_0006925,EFO_0006925,,No,no,Yes,lipoprotein a measurement - EFO_0006925,yes,Accept Lizzy's suggestion,N
4597,BrainVol_TownsendHeightCorr,Brain volume adj TDI and height,0,NEUROLOGICAL,,,simple,Exact match - adjusted,brain volume measurement,EFO_0006930,EFO_0006930,,No,no,No,suggested,,ok,N
4285,Optic_disc_area,Optic disc area,0,OCULAR,28073927,yes,simple,Exact match,optic disc area measurement,EFO_0006937,EFO_0006937,,No,Yes,yes,,,ok,N
4318,VCDR,Vertical cup-disc ratio,0,OCULAR,28073927,yes,simple,Exact match,cup-to-disc ratio measurement,EFO_0006939,EFO_0006939,,No,Yes,yes,,,ok,N
4283,Optic_cup_area,Optic cup area,0,OCULAR,28073927,yes,simple,Exact match,optic cup area measurement,EFO_0006940,EFO_0006940,,Yes,Yes,yes,,,ok,N
3650,LowGripEWGSOP,Low hand grip strength (EWGSOP definition),1,MUSCULOSKELETAL,33510174,yes,simple,Match to parent,grip strength measurement,EFO_0006941,EFO_0006941,,Yes,Yes,yes,,,ok,N
4353,GripL,Left hand grip strength,0,MUSCULOSKELETAL,,,simple,Match to parent,grip strength measurement,EFO_0006941,EFO_0006941,,Yes,Yes,,,,ok,N
4352,GripR,Right hand grip strength,0,MUSCULOSKELETAL,,,simple,Match to parent,grip strength measurement,EFO_0006941,EFO_0006941,,Yes,Yes,,,,ok,N
3652,LowGripFNIH,Low hand grip strength (FNIH definition),1,MUSCULOSKELETAL,,,simple,Match to parent,grip strength measurement,EFO_0006941,EFO_0006941,,Yes,Yes,,,,ok,N
4254,DHEAS,Dehydroepiandrosterone sulfate levels,0,REPRODUCTIVE TRAITS,,,simple,Exact match,dehydroepiandrosterone sulphate measurement,EFO_0007001,EFO_0007001,,Yes,no,,,,ok,N
4085,Neuroticism_DepressedAffect,Depressed affect,0,PSYCHIATRIC,29942085,yes,simple,Match to parent,depressive symptom measurement,EFO_0007006,EFO_0007006,,No,Yes,yes,depressive symptom measurement - EFO_0007006,yes,ok,N
4616,broadASB,"Antisocial behavior, broad definition",1,PSYCHIATRIC,,,simple,Match to parent,antisocial behaviour measurement,EFO_0007052,EFO_0007052,,No,Yes,,,yes,Change to 'Match to parent',N
4247,cIMT,Carotid intima-media thickness (mean of the maximum cIMT),0,CARDIOVASCULAR,35165267,yes,simple,Exact match,carotid artery intima media thickness,EFO_0007117,EFO_0007117,,Yes,Yes,yes,,,ok,N
4090,Epilepsy_GeneralizedTCS,"Epilepsy (generalized, with tonic-clonic seizures alone)",1,NEUROLOGICAL,30531953,yes,simple,Exact match,epilepsy with generalized tonic-clonic seizures,EFO_0007262,EFO_0007262,,No,Yes,yes,,,ok,N
4481,RBD,REM sleep behavior disorder,1,SLEEP AND CIRCADIAN,,,simple,Exact match,REM sleep behavior disorder,EFO_0007462,EFO_0007462,,Yes,Yes,,,,ok,N
3934,SCS,Spinal canal stenosis,1,MUSCULOSKELETAL,,,simple,Exact match,spinal stenosis,EFO_0007490,EFO_0007490,,Yes,Yes,,,,ok,N
4632,AsthmaExacerbation,Asthma exacerbations,1,LUNG,,,simple,Exact match,asthma exacerbation measurement,EFO_0007614,EFO_0007614,,Yes,Yes,,,,ok,N
4683,CT_Visual_Emph_Paraseptal,"CT visual scoring, emphysema paraseptal",0,LUNG,,,simple,Match to parent,emphysema imaging measurement,EFO_0007626,EFO_0007626,,No,no,No,emphysema imaging measurement - EFO_0007626,yes,Accept Lizzy's suggestion,N
4684,CT_Visual_Emph_Severity,"CT visual scoring, emphysema severity",0,LUNG,,,simple,Match to parent,emphysema imaging measurement,EFO_0007626,EFO_0007626,,No,no,No,emphysema imaging measurement - EFO_0007626,yes,Accept Lizzy's suggestion,N
3962,Perc15HUinCOPD,Emphysema in COPD (15th percentile HU) ,0,LUNG,26030696,yes,complex,,"emphysema imaging measurement, chronic obstructive pulmonary disease","EFO_0007626,EFO_0000341","EFO_0007626,EFO_0000341",,No,no,yes,add: COPD - EFO_0000341,yes,ok,N
3963,PercLAA950inCOPD,Emphysema in COPD (percentage low attenuation area −950 HU),0,LUNG,26030696,yes,complex,,"emphysema imaging measurement, chronic obstructive pulmonary disease","EFO_0007626,EFO_0000341","EFO_0007626,EFO_0000341",,No,no,yes,add: COPD - EFO_0000341,yes,ok,N
4660,adj_density_mesa,"Lung density, MESA sponge model adjusted",0,LUNG,,,complex,,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,suggested,,ok,N
4661,adj_density_plethy,"Lung density, adjusted for depth of inspiration assessed by phlethysmography",0,LUNG,,,complex,,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,suggested,,ok,N
4664,BV10,"Aggregate vessel volume, vessels <10 mm2",0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,no,,yes,"Change to airway imaging measurement, EFO_0007627",N
4665,BV10_15,"Aggregate vessel volume, vessels 10-15 mm2",0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,no,,yes,"Change to airway imaging measurement, EFO_0007627",N
4666,bv10_TBV,Ratio of aggregate vessel volume (vessels <10 mm2) to total blood vessel volume,0,LUNG,,,simple,need import,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,airway imaging measurement	- EFO_0007627,yes,Accept Lizzy's suggestion,N
4667,BV15_20,"Aggregate vessel volume, vessels 15-20 mm2",0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,no,,yes,"Change to airway imaging measurement, EFO_0007627",N
4668,BV20_25,"Aggregate vessel volume, vessels 20-25 mm2",0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,no,,yes,"Change to airway imaging measurement, EFO_0007627",N
4669,BV25_30,"Aggregate vessel volume, vessels 25-30 mm2",0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,no,,yes,"Change to airway imaging measurement, EFO_0007627",N
4670,BV30_35,"Aggregate vessel volume, vessels 30-35 mm2",0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,no,,yes,"Change to airway imaging measurement, EFO_0007627",N
4671,BV35_40,"Aggregate vessel volume, vessels 35-40 mm2",0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,no,,yes,"Change to airway imaging measurement, EFO_0007627",N
4672,BV40_45,"Aggregate vessel volume, vessels 40-45 mm2",0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,no,,yes,"Change to airway imaging measurement, EFO_0007627",N
4673,BV45_50,"Aggregate vessel volume, vessels 45-50 mm2",0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,no,,yes,"Change to airway imaging measurement, EFO_0007627",N
4674,BV5,"Aggregate vessel volume, vessels <5 mm2",0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,no,,yes,"Change to airway imaging measurement, EFO_0007627",N
4675,BV5_10,"Aggregate vessel volume, vessels 5-10 mm2",0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,no,,yes,"Change to airway imaging measurement, EFO_0007627",N
4676,bv5_TBV,Ratio of aggregate vessel volume (vessels <5 mm2) to total blood vessel volume,0,LUNG,,,simple,need import,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,airway imaging measurement	- EFO_0007627,yes,"Change to airway imaging measurement, EFO_0007627",N
4677,BV50_55,"Aggregate vessel volume, vessels 50-55 mm2",0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,no,,yes,"Change to airway imaging measurement, EFO_0007627",N
4678,BV55_60,"Aggregate vessel volume, vessels 55-60 mm2",0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,no,,yes,"Change to airway imaging measurement, EFO_0007627",N
4679,BV60_65,"Aggregate vessel volume, vessels 60-65 mm2",0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,no,,yes,"Change to airway imaging measurement, EFO_0007627",N
4680,BV65_70,"Aggregate vessel volume, vessels 65-70 mm2",0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,no,,yes,"Change to airway imaging measurement, EFO_0007627",N
4681,BV70_75,"Aggregate vessel volume, vessels 70-75 mm2",0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,no,,yes,"Change to airway imaging measurement, EFO_0007627",N
4682,BV75_80,"Aggregate vessel volume, vessels 75-80 mm2",0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,no,,yes,"Change to airway imaging measurement, EFO_0007627",N
4729,pctEmph_UL_LL_ratio,"Upper lobe/Lower lobe ratio, Thirona",0,LUNG,,,simple,need import,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,airway imaging measurement        - EFO_0007627,yes,Accept Lizzy's suggestion,N
4685,CT_Visual_Wall_Thickening,"CT visual scoring, wall thickening",0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,airway imaging measurement - EFO_0007627,yes,Accept Lizzy's suggestion,N
4696,FRC_TLC_ratio,"FRC to TLC ratio, Thirona",0,LUNG,,,simple,need import,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,airway imaging measurement - EFO_0007627,yes,Accept Lizzy's suggestion,N
4733,Perc15_Exp,"Hu 15th Percentile, Exp",0,LUNG,,,simple,/,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,airway imaging measurement - EFO_0007627,yes,Accept Lizzy's suggestion,N
4739,Perc15_Insp,"Hu 15th Percentile, Inspiratory, Full-dose",0,LUNG,,,simple,/,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,airway imaging measurement - EFO_0007627,yes,Accept Lizzy's suggestion,N
4748,PRM_pct_airtrapping,Parametric Response Mapping: Percent air trapping,0,LUNG,,,simple,need import,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,airway imaging measurement - EFO_0007627,yes,Accept Lizzy's suggestion,N
4708,LocalHistogramModerateCentilobular,More confluent regions of emphysema within the secondary pulmonary lobule,0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,emphysema pattern measurement - EFO_0005850,yes,change to airway imaging measurement       (EFO_0007627),N
4710,LocalHistogramSevereCentilobular,Emphysematous destruction of the secondary pulmonary lobule including the central bronchovascular bundle,0,LUNG,,,simple,Exact match,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,emphysema pattern measurement - EFO_0005850,yes,change to airway imaging measurement       (EFO_0007627),N
4686,exp_histo_mode,Slicer Exp Intensity Hu Mode,0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,suggested,,ok,N
4687,Exp_LAA856_LLL,Exp percent below 856 LLL,0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,suggested,,ok,N
4688,Exp_LAA856_LUL,Exp percent below 856 LUL,0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,suggested,,ok,N
4689,Exp_LAA856_RLL,Exp percent below 856 RLL,0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,suggested,,ok,N
4690,Exp_LAA856_RML,Exp percent below 856 RML,0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,suggested,,ok,N
4691,Exp_LAA856_RUL,Exp percent below 856 RUL,0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,suggested,,ok,N
4692,exp_lung_mass,Slicer Exp Lung Mass g,0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,suggested,,ok,N
4694,ExpInspMeanAtten_ratio,Exp/Insp Mean Atten ratio Slicer,0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,suggested,,ok,N
4697,Insp_Histo_Mode,Slicer Insp Intensity Hu Mode,0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,suggested,,ok,N
4698,Insp_LAA950_LLL,Insp percent below 950 LLL,0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,suggested,,ok,N
4699,Insp_LAA950_LUL,Insp percent below 950 LUL,0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,suggested,,ok,N
4700,Insp_LAA950_RLL,Insp percent below 950 RLL,0,LUNG,,,simple,Match to parent,airway imaging measurement,EFO_0007627,EFO_0007627,,No,no,No,suggested,,ok,N
